i,problem_size,np,N,number_of_iterations,time
1,100,1,100,100,6.393751382827759
1,200,1,200,100,24.685697555541992
1,500,1,500,100,160.7208411693573
1,1000,1,1000,100,618.7718980312347
1,100,4,50,100,2.2508063316345215
1,200,4,100,100,8.871433973312378
1,500,4,250,100,52.2494158744812
1,1000,4,500,100,209.86471557617188
