k,rank,time
54,6,0.005520027130842209
61,6,0.0054442398250103
68,6,0.005742387846112251
75,6,0.005395274609327316
81,6,0.005655175074934959
88,6,0.0057457322254776955
95,6,0.0057349856942892075
103,6,0.005859242752194405
109,6,0.006306733004748821
115,6,0.0058915335685014725
122,6,0.006057376973330975
129,6,0.0069071147590875626
136,6,0.007747810333967209
145,6,0.009170335717499256
152,6,0.008921152912080288
159,6,0.00789079163223505
166,6,0.008865644223988056
173,6,0.010701630264520645
180,6,0.012094605714082718
186,6,0.014865605160593987
194,6,0.01539615262299776
201,6,0.019438788294792175
209,6,0.019257049076259136
217,6,0.018148280680179596
223,6,0.020961282774806023
230,6,0.02015701588243246
237,6,0.02267737127840519
244,6,0.021748452447354794
250,6,0.025401858612895012
258,6,0.026687420904636383
265,6,0.028888380154967308
272,6,0.029402006417512894
280,6,0.03177470155060291
286,6,0.03195325657725334
293,6,0.032675874419510365
301,6,0.03158790431916714
309,6,0.035341168753802776
316,6,0.03628128953278065
324,6,0.03451369423419237
330,6,0.035157304257154465
337,6,0.0313242943957448
343,6,0.031747750006616116
351,6,0.03152025770395994
357,6,0.0286435317248106
364,6,0.03179734293371439
372,6,0.03154560085386038
379,6,0.03015591949224472
386,6,0.028676475398242474
393,6,0.026787261478602886
401,6,0.027168511413037777
407,6,0.025401401333510876
414,6,0.02446059137582779
421,6,0.025046687573194504
428,6,0.024981536902487278
436,6,0.018810385838150978
444,6,0.018746020272374153
451,6,0.01788173709064722
457,6,0.013773364014923573
465,6,0.012816834263503551
472,6,0.012701546773314476
480,6,0.012578828260302544
486,6,0.011671993881464005
493,6,0.013074501417577267
500,6,0.013297663070261478
507,6,0.01656913571059704
515,6,0.01731838844716549
521,6,0.019098411314189434
528,6,0.021932234056293964
535,6,0.024783850647509098
542,6,0.02484463807195425
549,6,0.024114727042615414
556,6,0.027828709222376347
563,6,0.026412133127450943
